transaction_amount,transaction_time,account_age_days,num_prev_transactions,is_international,fraud
93.85361799537182,17,2955,183,0,0
602.0242861835042,9,1170,38,0,0
263.34913870908986,10,2304,130,1,0
182.58851075519064,16,450,9,0,0
33.924974092469256,23,2102,108,1,0
33.919258382921036,22,2715,133,0,0
11.967753721736136,23,2937,98,0,0
402.2461728959879,19,3769,19,0,0
183.8164307254529,15,1026,71,0,0
246.25001234091806,19,563,39,1,0
4.159861599827725,12,818,42,0,0
700.7114950316624,1,980,145,0,0
357.285908670935,23,1122,191,0,0
47.7375250497894,1,2787,90,0,0
40.13579774993267,13,3078,174,1,0
40.52228456645141,3,3011,107,0,0
72.55074589209542,16,3309,148,0,0
148.7855661721709,12,1843,198,0,0
113.10741335606733,3,1324,136,1,1
68.8445985107883,2,3503,96,0,0
189.27417477995974,11,3148,147,1,0
30.046905745467733,21,1284,32,0,0
69.10310240048045,22,3122,126,0,0
91.2554436441694,7,108,147,0,0
121.78693757195501,1,3387,24,0,0
307.5872022061824,5,2929,24,0,0
44.547172425738054,21,3935,184,0,0
144.40583100662553,9,1489,120,0,0
179.5009442619521,11,1624,18,0,0
9.51276995128171,20,310,140,1,0
187.066604129922,9,1232,41,0,0
37.39225039548329,9,1692,87,0,0
13.452786175860847,22,497,176,0,0
594.7375587013862,2,3187,82,0,0
674.1260684922345,19,1434,192,1,0
330.46631456257535,9,3786,144,0,0
72.65757199375166,8,1014,151,0,0
20.55546300050125,19,486,167,0,0
230.55015261973236,18,1155,33,0,0
116.01816851707967,13,3158,24,0,0
26.030446790889727,1,1345,61,0,0
136.70944562683002,4,1145,55,0,0
6.998744288695817,19,2918,189,0,0
480.08457747860473,7,2866,84,1,0
59.89155536813722,6,1715,168,0,0
217.25115971299607,5,527,186,1,0
74.70931633152473,10,1230,119,1,0
146.8221791818457,11,3179,72,0,0
158.2447595963595,17,2516,74,0,0
40.87771990158115,18,3922,129,0,0
698.5614265472453,9,239,85,0,0
298.44907542762815,20,1201,153,0,0
561.0188838583165,13,3890,96,0,0
450.4303995068393,2,3858,53,0,0
182.210882476655,17,2065,189,0,0
509.887075853881,23,3253,174,0,0
18.531091790623126,14,1987,110,0,0
43.62693892625349,5,1393,60,0,0
9.256393137366391,9,2252,51,0,0
78.70641736061737,11,3350,121,1,0
98.42605835884372,6,3100,73,0,0
63.31208864176514,16,2411,176,0,0
352.91157304818677,0,1897,168,0,0
88.24539990597403,17,1082,7,0,0
65.96056802684984,14,473,75,0,0
156.4814166415492,18,2413,19,0,0
30.37962956412577,0,2907,143,1,1
324.09671915494624,4,983,70,0,0
15.495173762261802,14,1191,189,0,0
866.8292679174639,2,75,56,0,0
295.89675524830227,0,2006,138,0,0
44.30788810117719,7,2916,174,0,0
1.107484075187095,11,580,80,0,0
337.9793554972252,21,3902,109,1,0
245.41918147740893,18,317,185,0,0
261.1325817575998,11,3418,35,0,0
295.0429052087027,12,3752,72,0,0
15.38585310275927,0,792,92,0,0
88.7785344832465,18,130,3,0,0
24.63002092088993,5,775,66,0,0
397.7059143316445,7,3485,181,1,0
195.26023834247482,3,782,52,0,0
80.3637602502602,4,3728,93,0,0
13.133613160956578,21,3867,181,1,0
74.49767008207074,6,3649,182,0,0
78.66284263682627,22,3924,47,0,0
261.5751567915482,3,2153,3,0,0
202.977871785204,19,3195,193,0,0
436.45038248030295,3,996,143,0,0
127.81322667526196,14,2019,84,0,0
25.47447872310038,20,3950,34,0,0
249.82526886331988,4,3510,50,0,0
286.0785506153728,23,549,33,0,0
164.77749897716575,8,3899,73,1,0
294.7779933442729,1,2059,3,0,0
136.1629463020556,6,3293,2,0,0
147.9357677554534,16,589,132,0,0
111.56283878168547,15,1673,16,0,0
5.149554798022746,16,2390,182,1,0
22.833487038373168,19,1057,33,0,0
6.386736258610765,22,3846,9,0,0
202.3459101855099,1,3449,57,0,0
75.47934175901997,10,2799,40,0,0
142.08743542683803,1,515,52,0,0
476.2531059691951,0,3057,16,1,1
57.347764596659665,1,3257,136,0,0
105.65639497653451,22,3510,87,1,0
281.7498295077167,8,1920,60,0,0
51.961031383478804,21,742,164,1,0
16.020855710035274,1,3523,3,0,0
68.42806077741142,14,1581,15,1,0
35.16167170001257,9,523,102,0,0
530.990017176125,14,2952,23,1,0
330.1774160969139,9,370,131,0,0
200.69883810410622,22,2331,158,0,0
410.3039461041626,16,2234,173,0,0
325.5937881481113,8,3345,17,1,0
41.299095271727815,17,3267,114,0,0
446.1626810471122,3,536,186,0,0
155.0199803932344,8,2970,58,0,0
329.46965826071323,15,288,110,0,0
452.84852985724626,3,2763,185,0,0
76.5461432836637,15,3279,135,0,0
23.318432024770168,18,1382,167,0,0
51.73734922787627,0,1956,78,0,0
111.41153854972288,22,1454,186,1,0
340.765945327789,5,3386,184,1,0
394.26899437596666,9,2121,143,0,0
1.3952818363301294,15,299,44,0,0
142.97523186771116,3,2075,12,0,0
108.05466418373426,21,73,8,0,0
50.2334676551649,21,3955,80,0,0
25.536078309129362,12,339,41,0,0
82.38171597248649,15,1903,162,0,0
572.6242245382299,19,772,46,0,0
78.07676057629487,5,1973,29,0,0
146.2905611520304,10,3098,16,0,0
242.81739537617096,23,2500,133,0,0
90.39489979339247,2,150,5,0,0
713.5596276583399,19,1341,30,0,0
656.4019729082796,9,453,117,0,0
58.012258998441055,0,2553,178,0,0
137.53185569276945,19,2483,5,0,0
71.58609201580936,10,1508,141,0,0
67.04993527621635,11,3913,49,0,0
7.516895553104506,13,1278,89,0,0
188.09841419651863,7,459,50,0,0
139.7039265659277,10,1835,14,0,0
10.570217476078495,3,360,108,0,0
65.32518420207387,6,608,46,0,0
477.77219021786806,9,720,82,0,0
54.77211042841541,18,879,126,0,0
31.30617219709395,3,1993,84,1,1
134.45442189472726,1,1194,34,0,0
848.8073965230519,20,3221,71,0,0
55.42896271194524,17,3574,175,0,0
223.03100205945867,13,3669,60,0,0
286.7775252478926,15,3612,74,0,0
54.266634467161154,21,402,81,0,0
260.5497856984632,10,851,139,1,0
91.7045598528608,9,2458,98,0,0
200.10074954635425,16,2107,91,0,0
200.76756542752764,13,2801,95,0,0
153.47704999046977,21,1328,178,0,0
18.92583176232419,3,3506,132,1,1
360.7289588492594,18,2963,169,0,0
77.36205873347932,1,1045,187,0,0
41.286421321511305,6,1368,60,1,0
8.325951958869041,8,1000,113,0,0
178.75568091891668,18,1048,81,0,0
226.37034685346978,15,37,190,1,0
3.345389511694124,21,397,84,0,0
143.52611690989767,15,1325,25,0,0
51.36482941099153,17,3968,33,0,0
207.22486830953838,22,842,19,1,0
38.32084450782675,20,259,57,1,0
234.8425055135438,20,2037,15,0,0
97.79174019622036,10,1538,41,1,0
552.0687635608614,6,107,197,0,0
29.58888268785579,8,1848,60,0,0
83.42648679903435,3,1370,109,0,0
24.088857007399284,12,1072,96,0,0
517.2380794301447,3,3119,22,0,0
419.6667414321988,18,1333,171,0,0
59.66547401229778,1,2236,160,0,0
215.7525478087829,8,3690,141,1,0
339.89681452784424,11,901,166,0,0
162.02647213730162,1,1502,26,1,1
150.85588203878922,5,1315,133,1,0
55.37540908758063,4,2807,125,0,0
19.545228094988147,4,1197,177,0,0
455.02464503890457,19,462,97,0,0
461.35488552968536,21,106,133,0,0
200.53398389657696,4,3850,71,0,0
82.80930196226478,3,2366,176,0,0
85.91352316232879,8,271,18,0,0
258.8930859454236,21,2350,95,0,0
454.81946982145047,9,1803,134,0,0
436.2265138793226,15,2306,66,0,0
302.7124383861806,9,2302,127,0,0
205.462138713541,9,2308,42,1,0
17.578345239216812,18,2180,117,0,0
35.2588429366823,9,334,180,1,0
457.64610003550115,5,995,11,0,0
186.4987893931179,16,3762,26,0,0
1.8479211221988818,4,2558,149,0,0
21.399380287189864,5,696,194,0,0
217.8324774580482,23,3862,168,0,0
1.0148874103594006,14,1749,56,1,0
35.06316322083981,18,1870,118,0,0
159.13956922778632,17,3147,179,0,0
235.46305733096253,3,3908,148,0,0
211.08829642704973,7,845,57,0,0
50.7899734616049,15,68,5,0,0
249.08345777970777,23,2788,14,0,0
54.164751810561185,18,1531,24,0,0
78.72698178361689,19,1406,68,0,0
274.4715103331581,2,2323,180,1,1
209.75476286055363,9,1686,48,0,0
378.3912154926802,1,245,175,0,0
214.3626576339525,3,2955,60,0,0
